BAIRRO,MARCA_OBJETO,DIA_SEMANA,PERIODO,IDADE,SEXO,RUBRICA,DESCR_SUBTIPOLOCAL
CONSOLACAO,Apple,DOMINGO,NOITE,32,HOMEM,ROUBO,Via Publica
CONSOLACAO,Apple,DOMINGO,NOITE,35,MULHER,ROUBO,Via Publica
CONSOLACAO,Samsung,DOMINGO,NOITE,35,HOMEM,ROUBO,Via Publica
CONSOLACAO,Apple,DOMINGO,NOITE,51,MULHER,ROUBO,Via Publica
BELA VISTA,Apple,DOMINGO,NOITE,36,MULHER,ROUBO,Via Publica
REPUBLICA,Motorola,DOMINGO,TARDE,20,HOMEM,ROUBO,Via Publica
CONSOLACAO,Apple,DOMINGO,NOITE,29,HOMEM,ROUBO,Via Publica
CONSOLACAO,Samsung,DOMINGO,NOITE,21,HOMEM,FURTO,Via Publica
CONSOLACAO,Apple,DOMINGO,TARDE,30,HOMEM,ROUBO,Via Publica
REPUBLICA,Apple,DOMINGO,NOITE,28,HOMEM,ROUBO,Via Publica
CONSOLACAO,Apple,DOMINGO,NOITE,15,MULHER,FURTO,Via Publica
HIGIENOPOLIS,Motorola,DOMINGO,NOITE,18,HOMEM,FURTO,Via Publica
CONSOLACAO,Apple,DOMINGO,NOITE,77,HOMEM,ROUBO,Via Publica
SANTA CECILIA,Apple,SEGUNDA,TARDE,62,HOMEM,ROUBO,Via Publica
CONSOLACAO,Apple,DOMINGO,TARDE,31,MULHER,ROUBO,Via Publica
CONSOLACAO,Apple,DOMINGO,TARDE,46,HOMEM,ROUBO,Via Publica
CONSOLACAO,Apple,DOMINGO,TARDE,18,MULHER,ROUBO,Via Publica
CONSOLACAO,Apple,DOMINGO,NOITE,30,MULHER,ROUBO,Via Publica
CONSOLACAO,Samsung,DOMINGO,TARDE,48,HOMEM,ROUBO,Via Publica
CONSOLACAO,Xiaomi,SEGUNDA,MADRUGADA,28,HOMEM,FURTO,Via Publica
JARDIM PAULISTA,Outros,DOMINGO,NOITE,18,MULHER,ROUBO,Via Publica
CONSOLACAO,Xiaomi,SEGUNDA,NOITE,46,HOMEM,FURTO,Via Publica
CONSOLACAO,Apple,DOMINGO,NOITE,38,MULHER,ROUBO,Via Publica
REPUBLICA,Apple,DOMINGO,MADRUGADA,20,MULHER,FURTO,Via Publica
CONSOLACAO,Apple,DOMINGO,NOITE,23,MULHER,FURTO,Via Publica
REPUBLICA,Samsung,TERCA,TARDE,53,HOMEM,ROUBO,Via Publica
CONSOLACAO,Apple,SEXTA,NOITE,28,MULHER,ROUBO,Via Publica
CENTRO HISTORICO DE SAO PAULO,Samsung,TERCA,MANHA,55,HOMEM,FURTO,Via Publica
BELA VISTA,Apple,TERCA,NOITE,29,HOMEM,ROUBO,Via Publica
CONSOLACAO,Apple,DOMINGO,TARDE,26,MULHER,FURTO,Via Publica
PACAEMBU,Xiaomi,TERCA,MANHA,68,MULHER,ROUBO,Via Publica
CONSOLACAO,Apple,QUARTA,TARDE,52,HOMEM,FURTO,Via Publica
CONSOLACAO,Motorola,DOMINGO,NOITE,43,HOMEM,ROUBO,Via Publica
CONSOLACAO,Motorola,QUARTA,NOITE,20,HOMEM,FURTO,Residencia / Hospedagem
CONSOLACAO,Samsung,TERCA,NOITE,16,MULHER,ROUBO,Via Publica
REPUBLICA,Outros,QUINTA,MANHA,22,HOMEM,ROUBO,Via Publica
CONSOLACAO,Apple,QUINTA,MANHA,15,HOMEM,ROUBO,Via Publica
BELA VISTA,Apple,QUINTA,NOITE,38,HOMEM,FURTO,Via Publica
BELA VISTA,Apple,SEXTA,MANHA,73,MULHER,ROUBO,Via Publica
BELA VISTA,Apple,SEXTA,MANHA,54,MULHER,ROUBO,Via Publica
CONSOLACAO,Motorola,SEXTA,NOITE,21,HOMEM,ROUBO,Via Publica
CONSOLACAO,Motorola,SEXTA,NOITE,53,HOMEM,ROUBO,Via Publica
CONSOLACAO,Samsung,SEXTA,NOITE,22,HOMEM,ROUBO,Via Publica
CONSOLACAO,Motorola,SABADO,MANHA,51,HOMEM,ROUBO,Via Publica
REPUBLICA,Apple,SEXTA,NOITE,30,MULHER,ROUBO,Via Publica
CONSOLACAO,Apple,SEXTA,NOITE,21,HOMEM,ROUBO,Via Publica
CONSOLACAO,Apple,SEXTA,NOITE,43,MULHER,ROUBO,Via Publica
CONSOLACAO,Apple,SABADO,MADRUGADA,55,MULHER,FURTO,Via Publica
CONSOLACAO,Apple,SEXTA,NOITE,20,MULHER,ROUBO,Via Publica
CONSOLACAO,Apple,SABADO,TARDE,68,MULHER,FURTO,Via Publica
CONSOLACAO,Apple,SABADO,TARDE,19,MULHER,FURTO,Via Publica
BELA VISTA,Motorola,SABADO,NOITE,16,MULHER,ROUBO,Via Publica
BELA VISTA,Apple,DOMINGO,MADRUGADA,55,MULHER,FURTO,Via Publica
BELA VISTA,Apple,SABADO,NOITE,58,MULHER,FURTO,Via Publica
JARDIM PAULISTA,Apple,DOMINGO,MADRUGADA,37,MULHER,FURTO,Via Publica
JARDIM PAULISTA,Apple,DOMINGO,MADRUGADA,50,MULHER,FURTO,Via Publica
JARDIM PAULISTA,Apple,DOMINGO,MADRUGADA,50,HOMEM,FURTO,Via Publica
JARDIM PAULISTA,Apple,DOMINGO,MADRUGADA,16,MULHER,FURTO,Via Publica
BELA VISTA,Motorola,SEGUNDA,MADRUGADA,45,MULHER,ROUBO,Via Publica
CONSOLACAO,Samsung,DOMINGO,MADRUGADA,22,HOMEM,ROUBO,Via Publica
CONSOLACAO,Apple,DOMINGO,MADRUGADA,63,HOMEM,ROUBO,Via Publica
CONSOLACAO,Samsung,DOMINGO,MADRUGADA,36,HOMEM,ROUBO,Via Publica
CONSOLACAO,Samsung,DOMINGO,MADRUGADA,74,HOMEM,ROUBO,Via Publica
CONSOLACAO,Samsung,SABADO,MADRUGADA,44,HOMEM,ROUBO,Via Publica
CONSOLACAO,Apple,DOMINGO,TARDE,20,MULHER,ROUBO,Via Publica
CONSOLACAO,Apple,DOMINGO,TARDE,46,MULHER,ROUBO,Via Publica
BELA VISTA,Apple,SEGUNDA,MADRUGADA,41,MULHER,ROUBO,Via Publica
REPUBLICA,Samsung,SEGUNDA,MANHA,26,MULHER,ROUBO,Via Publica
REPUBLICA,Samsung,SEGUNDA,MANHA,45,MULHER,ROUBO,Via Publica
JARDIM PAULISTA,Samsung,QUINTA,NOITE,37,HOMEM,FURTO,Via Publica
BELA VISTA,Apple,SABADO,NOITE,42,MULHER,FURTO,Via Publica
CONSOLACAO,Motorola,SEGUNDA,TARDE,50,HOMEM,FURTO,Alimentacao
CONSOLACAO,Samsung,DOMINGO,MADRUGADA,21,HOMEM,ROUBO,Via Publica
CONSOLACAO,Apple,SEGUNDA,NOITE,19,MULHER,ROUBO,Via Publica
CONSOLACAO,Apple,SEGUNDA,NOITE,21,HOMEM,FURTO,Via Publica
BELA VISTA,Apple,TERCA,NOITE,78,HOMEM,ROUBO,Via Publica
BELA VISTA,Apple,TERCA,NOITE,55,MULHER,ROUBO,Via Publica
BELA VISTA,Outros,TERCA,NOITE,30,MULHER,FURTO,Via Publica
CONSOLACAO,Samsung,QUARTA,MANHA,70,HOMEM,ROUBO,Via Publica
CONSOLACAO,Apple,QUARTA,TARDE,51,HOMEM,FURTO,Transporte Privado
CONSOLACAO,Apple,QUARTA,NOITE,41,HOMEM,ROUBO,Via Publica
BELA VISTA,Apple,QUARTA,NOITE,49,MULHER,FURTO,Via Publica
CONSOLACAO,Apple,QUARTA,NOITE,42,MULHER,ROUBO,Via Publica
BELA VISTA,Apple,TERCA,TARDE,37,MULHER,FURTO,Transporte Privado
BELA VISTA,Samsung,QUARTA,MADRUGADA,27,HOMEM,FURTO,Via Publica
CONSOLACAO,Outros,QUINTA,TARDE,37,MULHER,FURTO,Via Publica
CONSOLACAO,Samsung,QUINTA,NOITE,15,MULHER,ROUBO,Via Publica
CONSOLACAO,Apple,SEXTA,TARDE,68,MULHER,FURTO,Escritorios
CONSOLACAO,Samsung,SEXTA,MANHA,36,HOMEM,ROUBO,Via Publica
CONSOLACAO,Samsung,SEXTA,MANHA,23,HOMEM,ROUBO,Via Publica
CONSOLACAO,Samsung,SEXTA,MANHA,57,HOMEM,FURTO,Via Publica
CONSOLACAO,Samsung,SEXTA,NOITE,20,HOMEM,ROUBO,Via Publica
CONSOLACAO,Motorola,SEXTA,NOITE,48,MULHER,ROUBO,Via Publica
CONSOLACAO,Motorola,SEXTA,NOITE,30,MULHER,ROUBO,Via Publica
REPUBLICA,Apple,SEXTA,NOITE,23,MULHER,ROUBO,Via Publica
REPUBLICA,Samsung,SEXTA,NOITE,32,HOMEM,ROUBO,Via Publica
CONSOLACAO,Xiaomi,SABADO,NOITE,67,HOMEM,ROUBO,Via Publica
CONSOLACAO,Apple,DOMINGO,MADRUGADA,54,HOMEM,ROUBO,Via Publica
BELA VISTA,Xiaomi,SABADO,MADRUGADA,18,MULHER,FURTO,Transporte Publico
CONSOLACAO,Apple,DOMINGO,MADRUGADA,29,HOMEM,ROUBO,Via Publica
CONSOLACAO,Apple,DOMINGO,MADRUGADA,30,HOMEM,ROUBO,Via Publica
CONSOLACAO,Apple,DOMINGO,MADRUGADA,37,HOMEM,FURTO,Via Publica
CONSOLACAO,Apple,DOMINGO,MADRUGADA,30,MULHER,ROUBO,Via Publica
CONSOLACAO,Apple,DOMINGO,MADRUGADA,25,HOMEM,FURTO,Via Publica
CONSOLACAO,Apple,DOMINGO,MADRUGADA,18,MULHER,ROUBO,Via Publica
BELA VISTA,Apple,SEGUNDA,MANHA,20,HOMEM,FURTO,Via Publica
CERQUEIRA CESAR,Apple,DOMINGO,MADRUGADA,58,MULHER,ROUBO,Via Publica
BELA VISTA,Apple,DOMINGO,MADRUGADA,48,MULHER,ROUBO,Via Publica
CONSOLACAO,Samsung,SEGUNDA,TARDE,16,HOMEM,ROUBO,Via Publica
BELA VISTA,Apple,SEGUNDA,NOITE,36,MULHER,FURTO,Via Publica
REPUBLICA,Samsung,SABADO,NOITE,36,MULHER,FURTO,Via Publica
BELA VISTA,Apple,TERCA,TARDE,52,MULHER,FURTO,Via Publica
CONSOLACAO,Apple,TERCA,TARDE,37,HOMEM,FURTO,Via Publica
CONSOLACAO,Apple,TERCA,TARDE,46,MULHER,FURTO,Via Publica
BELA VISTA,Apple,TERCA,NOITE,31,HOMEM,FURTO,Via Publica
CONSOLACAO,Motorola,SEGUNDA,TARDE,31,MULHER,ROUBO,Via Publica
CONSOLACAO,Samsung,QUARTA,TARDE,45,HOMEM,FURTO,Estabelecimentos Comerciais / Industrias
CONSOLACAO,Apple,QUARTA,TARDE,47,MULHER,ROUBO,Via Publica
BELA VISTA,Apple,QUINTA,NOITE,32,HOMEM,ROUBO,Via Publica
REPUBLICA,Apple,QUARTA,NOITE,56,HOMEM,ROUBO,Via Publica
BELA VISTA,Samsung,QUARTA,NOITE,84,HOMEM,ROUBO,Via Publica
VILA BUARQUE,Apple,SEXTA,MANHA,29,MULHER,ROUBO,Via Publica
CONSOLACAO,Apple,QUINTA,TARDE,16,MULHER,FURTO,Residencia / Hospedagem
BELA VISTA,Apple,QUINTA,NOITE,27,MULHER,ROUBO,Via Publica
REPUBLICA,Motorola,QUINTA,NOITE,82,HOMEM,ROUBO,Via Publica
BELA VISTA,Apple,QUINTA,NOITE,43,MULHER,ROUBO,Via Publica
BELA VISTA,Apple,QUINTA,NOITE,22,HOMEM,ROUBO,Via Publica
VILA BUARQUE,Xiaomi,QUINTA,NOITE,27,HOMEM,ROUBO,Transporte Publico
REPUBLICA,Samsung,TERCA,MANHA,22,HOMEM,ROUBO,Via Publica
REPUBLICA,Apple,QUINTA,TARDE,47,MULHER,FURTO,Via Publica
CONSOLACAO,Apple,SEXTA,MADRUGADA,77,HOMEM,FURTO,Via Publica
BELA VISTA,Apple,QUINTA,TARDE,32,HOMEM,ROUBO,Via Publica
BELA VISTA,Apple,SEXTA,TARDE,25,MULHER,FURTO,Via Publica
BELA VISTA,Apple,QUARTA,NOITE,43,HOMEM,FURTO,Via Publica
BELA VISTA,Apple,QUARTA,NOITE,45,MULHER,FURTO,Via Publica
ACLIMACAO,Samsung,QUARTA,NOITE,23,MULHER,FURTO,Via Publica
LIBERDADE,Xiaomi,QUINTA,NOITE,27,HOMEM,FURTO,Via Publica
BELA VISTA,Apple,QUINTA,NOITE,51,MULHER,FURTO,Via Publica
BELA VISTA,Samsung,QUINTA,MANHA,56,HOMEM,ROUBO,Via Publica
BELA VISTA,Apple,SEXTA,MANHA,44,MULHER,FURTO,Via Publica
BELA VISTA,Motorola,QUINTA,TARDE,53,HOMEM,ROUBO,Via Publica
BELA VISTA,Xiaomi,QUINTA,MANHA,35,HOMEM,ROUBO,Via Publica
REPUBLICA,Apple,SEXTA,TARDE,57,HOMEM,FURTO,Via Publica
BELA VISTA,Apple,DOMINGO,MADRUGADA,16,HOMEM,ROUBO,Via Publica
LIBERDADE,Outros,SABADO,NOITE,47,HOMEM,ROUBO,Via Publica
LIBERDADE,Outros,SABADO,NOITE,18,MULHER,ROUBO,Via Publica
BELA VISTA,Apple,SEXTA,NOITE,41,MULHER,FURTO,Via Publica
BELA VISTA,Samsung,SEXTA,TARDE,32,MULHER,ROUBO,Via Publica
SE,Outros,SABADO,TARDE,19,MULHER,FURTO,Via Publica
BELA VISTA,Apple,SABADO,NOITE,38,MULHER,FURTO,Transporte Privado
LIBERDADE,Outros,DOMINGO,MANHA,30,HOMEM,ROUBO,Via Publica
BELA VISTA,Apple,TERCA,NOITE,49,MULHER,FURTO,Via Publica
BELA VISTA,Apple,SEGUNDA,MANHA,31,MULHER,FURTO,Transporte Publico
LIBERDADE,Apple,DOMINGO,NOITE,22,HOMEM,FURTO,Via Publica
REPUBLICA,Apple,SEGUNDA,NOITE,45,HOMEM,FURTO,Via Publica
BELA VISTA,Xiaomi,SEGUNDA,TARDE,26,MULHER,FURTO,Via Publica
BELA VISTA,Samsung,DOMINGO,TARDE,40,MULHER,ROUBO,Via Publica
LIBERDADE,Apple,SEXTA,NOITE,77,HOMEM,ROUBO,Via Publica
LIBERDADE,Apple,TERCA,TARDE,51,HOMEM,FURTO,Via Publica
BELA VISTA,Apple,TERCA,TARDE,51,MULHER,FURTO,Via Publica
BELA VISTA,Samsung,SEGUNDA,TARDE,45,HOMEM,ROUBO,Via Publica
BELA VISTA,Motorola,TERCA,TARDE,38,MULHER,ROUBO,Via Publica
CENTRO HISTORICO DE SAO PAULO,Apple,TERCA,NOITE,22,MULHER,ROUBO,Via Publica
LIBERDADE,Motorola,DOMINGO,NOITE,25,HOMEM,ROUBO,Estabelecimentos Comerciais / Industrias
BELA VISTA,Apple,TERCA,TARDE,44,HOMEM,FURTO,Via Publica
BELA VISTA,Apple,QUARTA,MANHA,28,MULHER,FURTO,Via Publica
LIBERDADE,Apple,QUARTA,TARDE,56,MULHER,FURTO,Via Publica
BELA VISTA,Apple,QUARTA,NOITE,42,HOMEM,FURTO,Via Publica
LIBERDADE,Apple,SEGUNDA,MANHA,16,HOMEM,ROUBO,Via Publica
LIBERDADE,Apple,QUARTA,NOITE,20,HOMEM,FURTO,Transporte Publico
BELA VISTA,Outros,QUARTA,NOITE,16,MULHER,FURTO,Via Publica
BELA VISTA,Apple,QUARTA,NOITE,42,HOMEM,FURTO,Via Publica
BELA VISTA,Apple,QUARTA,NOITE,29,HOMEM,FURTO,Via Publica
REPUBLICA,Apple,QUINTA,NOITE,35,MULHER,ROUBO,Via Publica
BELA VISTA,Apple,TERCA,NOITE,31,HOMEM,ROUBO,Via Publica
BELA VISTA,Apple,QUINTA,MADRUGADA,21,MULHER,ROUBO,Via Publica
ACLIMACAO,Samsung,SEXTA,NOITE,41,HOMEM,ROUBO,Via Publica
ACLIMACAO,Samsung,SEXTA,NOITE,67,MULHER,ROUBO,Via Publica
BELA VISTA,Apple,SABADO,MADRUGADA,46,HOMEM,ROUBO,Via Publica
CENTRO HISTORICO DE SAO PAULO,Apple,SABADO,MADRUGADA,57,HOMEM,FURTO,Via Publica
BELA VISTA,Apple,QUINTA,NOITE,56,HOMEM,FURTO,Via Publica
BELA VISTA,Apple,SABADO,NOITE,43,HOMEM,ROUBO,Via Publica
BELA VISTA,Apple,DOMINGO,MADRUGADA,26,MULHER,ROUBO,Via Publica
BELA VISTA,Samsung,DOMINGO,TARDE,27,MULHER,ROUBO,Via Publica
LIBERDADE,Apple,DOMINGO,MANHA,72,HOMEM,ROUBO,Via Publica
BELA VISTA,LG,SEXTA,NOITE,22,MULHER,ROUBO,Via Publica
LIBERDADE,Apple,DOMINGO,NOITE,31,HOMEM,FURTO,Transporte Publico
BELA VISTA,Apple,SEGUNDA,NOITE,32,HOMEM,FURTO,Via Publica
BELA VISTA,Apple,SEGUNDA,NOITE,18,MULHER,ROUBO,Via Publica
BELA VISTA,Samsung,SEGUNDA,TARDE,16,MULHER,ROUBO,Via Publica
LIBERDADE,Samsung,SEGUNDA,TARDE,16,HOMEM,FURTO,Transporte Publico
BELA VISTA,Samsung,TERCA,MANHA,23,MULHER,ROUBO,Via Publica
LIBERDADE,Samsung,SEXTA,NOITE,32,MULHER,ROUBO,Via Publica
BELA VISTA,Xiaomi,TERCA,MANHA,52,MULHER,FURTO,Via Publica
BELA VISTA,Apple,SEXTA,MADRUGADA,61,HOMEM,ROUBO,Via Publica
BELA VISTA,Apple,TERCA,NOITE,30,HOMEM,FURTO,Via Publica
BELA VISTA,Apple,TERCA,NOITE,50,HOMEM,FURTO,Via Publica
BELA VISTA,Asus,TERCA,NOITE,31,HOMEM,ROUBO,Via Publica
BELA VISTA,Apple,TERCA,NOITE,31,MULHER,FURTO,Via Publica
BELA VISTA,Apple,TERCA,MANHA,25,HOMEM,FURTO,Via Publica
BELA VISTA,Outros,QUINTA,NOITE,33,MULHER,FURTO,Via Publica
LIBERDADE,Apple,TERCA,NOITE,46,MULHER,ROUBO,Via Publica
BELA VISTA,Samsung,QUARTA,MANHA,30,MULHER,FURTO,Via Publica
BELA VISTA,Apple,QUARTA,NOITE,46,HOMEM,FURTO,Via Publica
BELA VISTA,Apple,QUARTA,NOITE,44,HOMEM,FURTO,Via Publica
SE,Samsung,QUINTA,MANHA,83,MULHER,FURTO,Via Publica
BELA VISTA,Apple,QUARTA,NOITE,51,HOMEM,FURTO,Via Publica
BELA VISTA,Apple,QUARTA,TARDE,49,HOMEM,FURTO,Via Publica
BELA VISTA,Samsung,QUARTA,MANHA,38,MULHER,FURTO,Via Publica
BELA VISTA,Samsung,QUARTA,MANHA,16,MULHER,ROUBO,Via Publica
BELA VISTA,Apple,SABADO,MADRUGADA,15,HOMEM,FURTO,Via Publica
BELA VISTA,Outros,TERCA,TARDE,32,HOMEM,FURTO,Via Publica
BELA VISTA,Apple,QUINTA,TARDE,23,HOMEM,FURTO,Via Publica
BELA VISTA,Samsung,QUINTA,MANHA,33,MULHER,FURTO,Via Publica
LIBERDADE,Apple,SEXTA,MANHA,21,HOMEM,ROUBO,Via Publica
BELA VISTA,Apple,QUINTA,NOITE,65,MULHER,FURTO,Via Publica
BELA VISTA,Apple,SEXTA,NOITE,25,MULHER,ROUBO,Via Publica
BELA VISTA,Apple,SEXTA,NOITE,38,HOMEM,ROUBO,Via Publica
LIBERDADE,Apple,SEXTA,NOITE,41,MULHER,ROUBO,Via Publica
BELA VISTA,Apple,SEXTA,NOITE,41,HOMEM,ROUBO,Via Publica
BELA VISTA,Apple,SEXTA,TARDE,15,MULHER,ROUBO,Via Publica
BELA VISTA,Apple,SEXTA,NOITE,30,MULHER,ROUBO,Via Publica
LIBERDADE,Apple,QUARTA,NOITE,38,MULHER,ROUBO,Via Publica
BELA VISTA,Apple,SEXTA,NOITE,58,HOMEM,ROUBO,Via Publica
BELA VISTA,Apple,SABADO,MANHA,54,MULHER,ROUBO,Via Publica
BELA VISTA,Apple,SABADO,MADRUGADA,81,MULHER,FURTO,Via Publica
BELA VISTA,Outros,SABADO,NOITE,36,HOMEM,FURTO,Via Publica
LIBERDADE,Motorola,QUARTA,NOITE,42,HOMEM,ROUBO,Via Publica
BELA VISTA,Apple,SABADO,NOITE,33,MULHER,FURTO,Via Publica
BELA VISTA,Apple,SABADO,MADRUGADA,31,MULHER,FURTO,Via Publica
BELA VISTA,Motorola,QUINTA,NOITE,37,HOMEM,FURTO,Via Publica
REPUBLICA,Apple,QUARTA,NOITE,26,MULHER,FURTO,Via Publica
LIBERDADE,Apple,SEGUNDA,NOITE,54,MULHER,ROUBO,Via Publica
LIBERDADE,Apple,SEGUNDA,NOITE,28,HOMEM,FURTO,Via Publica
BELA VISTA,Samsung,QUINTA,MANHA,18,MULHER,ROUBO,Via Publica
BELA VISTA,Apple,SEGUNDA,TARDE,27,MULHER,FURTO,Via Publica
LIBERDADE,Apple,SEXTA,TARDE,56,MULHER,ROUBO,Via Publica
REPUBLICA,Apple,SEGUNDA,TARDE,38,MULHER,FURTO,Via Publica
BELA VISTA,Apple,SEGUNDA,NOITE,67,HOMEM,FURTO,Via Publica
LIMOEIRO,Samsung,SEGUNDA,TARDE,40,HOMEM,FURTO,Via Publica
BELA VISTA,Samsung,TERCA,TARDE,21,MULHER,ROUBO,Via Publica
BELA VISTA,Xiaomi,TERCA,NOITE,23,HOMEM,FURTO,Via Publica
BELA VISTA,Apple,TERCA,NOITE,58,MULHER,FURTO,Via Publica
LIBERDADE,Apple,TERCA,TARDE,58,HOMEM,ROUBO,Via Publica
BELA VISTA,Apple,TERCA,NOITE,36,MULHER,FURTO,Via Publica
REPUBLICA,Samsung,TERCA,NOITE,37,HOMEM,ROUBO,Via Publica
LIBERDADE,Samsung,TERCA,NOITE,80,HOMEM,ROUBO,Via Publica
BELA VISTA,Apple,QUARTA,MANHA,29,MULHER,ROUBO,Via Publica
BELA VISTA,Samsung,QUARTA,TARDE,75,HOMEM,FURTO,Estabelecimentos Comerciais / Industrias
BELA VISTA,Samsung,QUARTA,TARDE,43,HOMEM,ROUBO,Via Publica
BELA VISTA,Outros,QUARTA,NOITE,58,MULHER,FURTO,Via Publica
BELA VISTA,Apple,QUARTA,NOITE,22,HOMEM,ROUBO,Via Publica
LIBERDADE,Motorola,QUARTA,NOITE,33,HOMEM,ROUBO,Via Publica
LIBERDADE,Xiaomi,QUARTA,NOITE,36,HOMEM,ROUBO,Via Publica
REPUBLICA,Apple,QUARTA,NOITE,30,MULHER,FURTO,Via Publica
BELA VISTA,Apple,QUINTA,NOITE,35,HOMEM,FURTO,Via Publica
BELA VISTA,Apple,QUINTA,NOITE,60,MULHER,FURTO,Via Publica
BELA VISTA,Motorola,QUINTA,NOITE,38,HOMEM,ROUBO,Via Publica
BELA VISTA,Motorola,QUINTA,NOITE,27,MULHER,ROUBO,Via Publica
BELA VISTA,Xiaomi,TERCA,NOITE,26,HOMEM,FURTO,Estabelecimentos Comerciais / Industrias
BELA VISTA,Motorola,SEXTA,MANHA,20,MULHER,ROUBO,Transporte Privado
BELA VISTA,Apple,QUINTA,NOITE,45,MULHER,FURTO,Via Publica
BELA VISTA,Apple,SEXTA,NOITE,77,MULHER,ROUBO,Via Publica
LIBERDADE,Apple,SEXTA,TARDE,33,MULHER,FURTO,Via Publica
BELA VISTA,Apple,SEXTA,NOITE,21,MULHER,FURTO,Via Publica
BELA VISTA,Apple,SABADO,MADRUGADA,62,HOMEM,ROUBO,Via Publica
BELA VISTA,Samsung,SABADO,NOITE,50,HOMEM,FURTO,Via Publica
BELA VISTA,Apple,SABADO,MANHA,52,HOMEM,FURTO,Alimentacao
BELA VISTA,Samsung,SABADO,MADRUGADA,22,MULHER,ROUBO,Via Publica
BELA VISTA,Apple,SABADO,MADRUGADA,30,MULHER,ROUBO,Via Publica
BELA VISTA,Outros,SEGUNDA,MANHA,16,MULHER,FURTO,Via Publica
BELA VISTA,Outros,SEGUNDA,MANHA,33,MULHER,FURTO,Via Publica
LIBERDADE,Apple,QUARTA,MANHA,82,HOMEM,FURTO,Via Publica
LIBERDADE,Apple,SEGUNDA,TARDE,46,HOMEM,FURTO,Via Publica
BELA VISTA,Apple,SEGUNDA,TARDE,46,HOMEM,FURTO,Via Publica
BELA VISTA,Apple,SEGUNDA,NOITE,25,MULHER,ROUBO,Via Publica
BELA VISTA,Apple,SEGUNDA,NOITE,31,MULHER,ROUBO,Transporte Privado
LIBERDADE,Apple,SEGUNDA,NOITE,51,HOMEM,ROUBO,Via Publica
BELA VISTA,Outros,TERCA,TARDE,56,HOMEM,FURTO,Via Publica
BELA VISTA,Samsung,TERCA,TARDE,37,MULHER,FURTO,Via Publica
LIBERDADE,Apple,TERCA,NOITE,34,MULHER,ROUBO,Via Publica
BELA VISTA,Apple,TERCA,TARDE,23,MULHER,FURTO,Via Publica
BELA VISTA,Apple,TERCA,NOITE,25,MULHER,ROUBO,Via Publica
BELA VISTA,Apple,TERCA,MANHA,27,HOMEM,FURTO,Via Publica
BELA VISTA,Apple,QUARTA,MANHA,51,MULHER,FURTO,Via Publica
CENTRO,Xiaomi,QUINTA,MANHA,21,MULHER,ROUBO,Via Publica
BELA VISTA,Apple,TERCA,TARDE,30,HOMEM,FURTO,Via Publica
BELA VISTA,Apple,SABADO,MADRUGADA,50,HOMEM,ROUBO,Via Publica
BELA VISTA,Apple,QUARTA,TARDE,37,MULHER,FURTO,Via Publica
REPUBLICA,Motorola,QUARTA,NOITE,44,HOMEM,FURTO,Via Publica
BELA VISTA,Apple,QUARTA,TARDE,23,HOMEM,FURTO,Transporte Publico
BELA VISTA,Apple,QUARTA,TARDE,20,HOMEM,FURTO,Transporte Publico
BELA VISTA,Apple,QUARTA,NOITE,15,HOMEM,FURTO,Via Publica
SE,Motorola,QUINTA,MANHA,16,HOMEM,ROUBO,Transporte Privado
BELA VISTA,Outros,SEGUNDA,TARDE,51,HOMEM,FURTO,Via Publica
BELA VISTA,Samsung,TERCA,NOITE,40,MULHER,FURTO,Via Publica
LIBERDADE,Motorola,QUARTA,MANHA,35,HOMEM,ROUBO,Transporte Publico
BELA VISTA,Samsung,QUINTA,MANHA,56,MULHER,FURTO,Via Publica
BELA VISTA,Samsung,QUINTA,MANHA,56,HOMEM,ROUBO,Via Publica
BELA VISTA,Apple,QUARTA,NOITE,28,MULHER,FURTO,Transporte Privado
BELA VISTA,Samsung,QUINTA,NOITE,47,MULHER,FURTO,Via Publica
BELA VISTA,Apple,QUINTA,NOITE,28,MULHER,FURTO,Via Publica
BELA VISTA,Samsung,QUARTA,NOITE,16,MULHER,FURTO,Via Publica
BELA VISTA,Apple,SEXTA,MANHA,44,HOMEM,FURTO,Via Publica
REPUBLICA,Apple,QUINTA,NOITE,16,MULHER,FURTO,Via Publica
BELA VISTA,Outros,QUINTA,NOITE,25,HOMEM,FURTO,Via Publica
REPUBLICA,Apple,SEXTA,MANHA,31,HOMEM,FURTO,Via Publica
BELA VISTA,Samsung,SEGUNDA,NOITE,53,HOMEM,FURTO,Via Publica
BELA VISTA,Apple,QUINTA,NOITE,21,MULHER,FURTO,Via Publica
BELA VISTA,Samsung,SEXTA,MANHA,21,MULHER,FURTO,Via Publica
CAMBUCI,Motorola,QUINTA,MANHA,26,MULHER,FURTO,Via Publica
IPIRANGA,Apple,QUINTA,MANHA,32,MULHER,FURTO,Via Publica
VILA MARIANA,Apple,QUINTA,MANHA,30,HOMEM,FURTO,Via Publica
PARAISO,Samsung,QUINTA,NOITE,36,HOMEM,ROUBO,Via Publica
LIBERDADE,Apple,QUARTA,TARDE,25,HOMEM,FURTO,Via Publica
IPIRANGA,Xiaomi,QUARTA,NOITE,26,HOMEM,FURTO,Via Publica
LIBERDADE,Apple,SEXTA,MANHA,54,MULHER,FURTO,Via Publica
IPIRANGA,Apple,SEXTA,MANHA,33,HOMEM,FURTO,Via Publica
